id,title,author,content,dynasty
271,绝句漫兴十一首,刘基,风光何故恼闲人，我欲乘槎一问津。满地绿阴迷断梦，五更啼鸟不胜春。,明
272,绝句漫兴十一首,刘基,兔葵燕麦旧人家，曾唱南朝玉树花。寒暑又随风日转，东陵谁种邵平瓜。,明
273,绝句漫兴十一首,刘基,莫道花开便是春，莫言沙涨即成津。南风过了东风起，愁杀江头待渡人。,明
274,绝句漫兴十一首,刘基,新莺枝上语如丝，似与羁魂诂所思。不用登楼看草色，白蘋香散巳多时。,明
275,绝句漫兴十一首,刘基,相思举目万重云，燕去鸿来杳不闻。漫说黄金能得士，只今谁是望诸君。,明
276,绝句漫兴十一首,刘基,五湖风雨夜垂纶，一叶扁舟一粟身。至竟云涛归大壑，烟波还属钓鱼人。绝句漫兴十一首7刘基病客无钱试药方，出门聊复信行藏。争知头上萧萧发，却与游丝较短长。,明
277,绝句漫兴十一首,刘基,池面新荷贴小钱，荷心点点露珠圆。开花结子应堪待，乱荇空萍正可怜。,明
278,绝句漫兴十一首,刘基,袅袅江风转白蘋，轻花乱蕊看成尘。谁能爇取生犀角，采石矶头照水神。,明
279,绝句漫兴十一首,刘基,日落群山返照馀，槐阴梦觉夕阳初。夜闲不畏更筹短，收取流萤映读书。,明
280,绝句漫兴十一首,刘基,白鹭洲边白鹭鸶，一双相对立?褷。日斜隔水分明见，不分人间有别离。,明
281,摸鱼儿·金陵秋夜,刘基,正凄凉，月明孤馆，那堪征雁嘹唳。不知衰鬓能多少，还共柳丝同脆。朱户闭，有瑟瑟萧萧，落叶鸣莎砌。断魂不系，又何必殷勤，啼螀络纬，相伴夜迢递。樵渔事，天也和人较计，虚名枉误身世？流年衮衮长江逝，回首碧云无际。空引睇？但满眼、芙蓉黄菊伤心丽。风吹露洗。寂寞旧南朝，凭阑怀古，零泪在衣袂。,明
282,钟山作十二首,刘基,紫桂吹香媚小山，月华的皪满林间。坐来凉气生虚室，知是山云作雨还。,明
283,钟山作十二首,刘基,松露滴阶星在天，草虫相吊响如弦。宝公塔上西风急，半夜林鸦不得眠。,明
284,钟山作十二首,刘基,九月江南叶未黄，空山松柏夜深凉。玄蝉且莫催徂景，留取幽兰作晚香。,明
285,钟山作十二首,刘基,玄武湖中草自秋，石头城下水长流。繁华过眼成今古，更与牛羊竞一丘。,明
286,钟山作十二首,刘基,春去秋来荣复衰，花残叶落总堪悲。谁能句曲山中去，乞取茅君一虎骑。,明
287,钟山作十二首,刘基,北斗阑干夜未央，钟残虚牖出天香。佛灯相对坐宵寂，坠露满林生白光。,明
288,钟山作十二首,刘基,一炷清香一卷经，世间无事是山僧。何须更卓飞空锡，长使时人恨不能。,明
289,钟山作十二首,刘基,月落山空雾未开，风生咆虎响如雷。树头惊鹊相呼起，欲下还飞一百回。,明
290,钟山作十二首,刘基,白雁萧萧柿叶红，野花开尽六王宫。空馀一道秦淮水，著意西流竟向东。,明
291,钟山作十二首,刘基,策杖登山信早凉，山花涧草总能香。扪萝抱水归来倦，不扫苍苔卧石床。,明
292,钟山作十二首,刘基,袅袅西风散白蘋，冥冥落日起黄尘。青娥不分秋容寂，故染枫林似老人。,明
293,钟山作十二首,刘基,槁叶含风弹夜弦，蟪蛄凄唳荅寒蝉。鸡鸣埭上繁华子，莫向秋霜惜盛年。,明
294,秣陵怀古,刘秩,秣陵风物近如何？兵后登临感慨多。云净石头秋嶂出，月明淮口暮潮过。离人暗滴青衫泪，商女空怀玉树歌。忽忆旧时骢马客，于今白发老山阿。,明
295,更漏子·听雨二首,柳如是,风绣幕，雨帘栊，好个凄凉时候。被儿里，梦儿中，一样湿残红。香焰短，黄昏促，催得愁魂千簇。只怕是，那人儿，浸在伤心绿。,明
296,更漏子·听雨二首,柳如是,花梦滑，杏丝飞。又在冷和风处。合欢被，水晶帏。总是相思块。影落尽，人归去。简点昨宵红泪。都寄与，有些儿，却是今宵雨。,明
297,河传·忆旧,柳如是,花前雨后，暗香小病，真个思清切。梦时节，见他从不轻回。风动也，难寻觅。简点枕痕刚半折。泪滴红绵，又早春文灭。乒儿臂儿，都是那有情人，故把人心摇拽。,明
298,浣溪沙·五更,柳如是,金猊春守帘儿暗，一点旧魂飞不起，几分影梦难飘断。醒时恼见小红楼，朦胧更怕青青岸，薇风涨满花阶院。,明
299,江城子·忆梦,柳如是,梦中本是伤心路。芙蓉泪，樱桃语。满帘花片，都受人心误。遮莫今宵风雨话。要他来，来得么？安排无限销魂事。砑红笺，青绫被。留他无计，去便随他去。算来还有许多时，人近也，愁回处。,明
300,金明池·寒柳,柳如是,有怅寒潮，无情残照，正是萧萧南浦。更吹起，霜条孤影，还记得，旧时飞絮。况晚来，烟浪斜阳，见行客，特地瘦腰如舞。总一种凄凉，十分憔悴，尚有燕台佳句。春日酿成秋日雨。念畴昔风流，暗伤如许。纵饶有，绕堤画舸，冷落尽，水云犹故。忆从前，一点东风，几隔着重帘，眉儿愁苦。待约个梅魂，黄昏月淡，与伊深怜低语。,明
301,两同心·夜景,柳如是,不脱鞋儿，刚刚扶起。浑笑语、灯儿斯守，心窝内、着实有些些怜爱。缘何昏黑，怕伊瞧地。两下糊涂情味。今宵醉里。又填河、风景堪思。况销魂、一双飞去。俏人儿，直恁多情，怎生忘你。,明
302,梦江南·怀人二十首,柳如是,人去也，人去凤城西。细雨湿将红袖意，新芜深与翠眉低，蝴蝶最迷离。,明
303,梦江南·怀人二十首,柳如是,人去也，人去鹭鹚洲。菡萏结为翡翠恨，柳丝飞上钿筝愁。罗幕早惊秋。,明
304,梦江南·怀人二十首,柳如是,人去也，人去画楼中。不是尾诞人散漫，何须红粉玉玲珑。端有夜来风。,明
305,梦江南·怀人二十首,柳如是,人去也，人去小池台。道是多情还不是，若为恨少却教情。一望损莓苔。,明
306,梦江南·怀人二十首,柳如是,人去也，人去绿窗纱。赢得病愁输燕子，禁怜模样隔天涯。好处暗相遮。,明
307,梦江南·怀人二十首,柳如是,人去也，人去玉笙寒。凤子啄残红豆小，雉媒骄拥亵香看。杏子是春衫。,明
308,梦江南·怀人二十首,柳如是,人去也，人去碧梧阴。未信赚人肠断曲，却疑误我字同心。幽怨不须寻。,明
309,梦江南·怀人二十首,柳如是,人去也，人去小棠梨。强起落花还瑟瑟，别时红泪有些些。门外柳相依。,明
310,梦江南·怀人二十首,柳如是,人去也，人去梦偏多。忆昔见时多不语，而今偷悔更生疏。梦里自欢娱。,明
311,梦江南·怀人二十首,柳如是,人去也，人去碧梧阴。未信赚人肠断曲，却疑误我字同心。幽怨不须寻。,明
312,梦江南·怀人二十首,柳如是,人去也，人去夜偏长。宝带乍温青骢意，罗衣轻试玉光凉。薇帐一条香。,明
313,梦江南·怀人二十首,柳如是,人何在，人在蓼花汀。炉鸭自沉香雾暖，春山争绕画屏深。金雀敛啼痕。,明
314,梦江南·怀人二十首,柳如是,人何在，人在小中亭。想得起来匀面后，知他和笑是无情。遮莫向谁生。,明
315,梦江南·怀人二十首,柳如是,人何在，人在月明中。半夜夺他金扼臂，殢人还复看芙蓉。心事好朦胧。,明
316,梦江南·怀人二十首,柳如是,人何在，人在木兰舟。总见客时常独语，更无知处在梳头。碧丽怨风流。,明
317,梦江南·怀人二十首,柳如是,人何在，人在绮筵时。香臂欲抬何处坠，片言吹去若为思。况是口微脂。,明
318,梦江南·怀人二十首,柳如是,人何在，人在石秋棠。好是捉人狂耍事，几回贪却不须长。多少又斜阳。,明
319,梦江南·怀人二十首,柳如是,人何在，人在雨烟湖。篙水月明春腻滑，舵楼风满睡香多。杨柳落微波。,明
320,梦江南·怀人二十首,柳如是,人何在，人在玉阶行。不是情痴还欲住，未曾怜处却多心。应是怕情深。,明
321,梦江南·怀人二十首,柳如是,人何在，人在画眉帘。鹦鹉梦回青獭尾，篆烟轻压绿螺尖。红玉自织织。,明
322,梦江南·怀人二十首,柳如是,人何在，人在枕函边。只有被头无限泪，一时偷拭又须牵。好否要他怜。,明
323,踏莎行·寄书,柳如是,花痕月片，愁头恨尾。临书已是无多泪。写成忽被巧风吹，巧风吹碎人儿意。半帘灯焰，还如梦水。销魂照个人来矣。开时须索十分思，缘他小梦难寻视。,明
324,金陵雨后登楼,彭泽,醉倚危栏看雨收，分明远树见晴洲。千年壮丽山为郭，十里人家水绕楼。燕子近来谁是主，凤凰已去有遗丘。如何东晋诸名士，却上新亭双泪流？,明
325,秦淮词,钱棅,春波几尺浴鹣鹣，姊妹同舟笑语添。每到日斜箫管发，一时人尽卷珠帘。,明
326,游牛首山,钱琦,青山高傍帝城隈，结客相将命酒杯。石路草香人独往，枫林叶暗鸟频来。江回素练云边出，岩献名花雨后开。临眺莫言归去晚，放歌还上夕阳台。,明
327,幕府山,乔宇,绿江村落带林泉，幕府秋晴爽气高。苍岭烟岚开日驭，紫宵宫阙泻银涛。地达多景诗无暇，客是同心与亦豪。道眼向来谁了了，笑真仅海一鸿毛。,明
328,三台洞,盛敏耕,洞古山深雾不开，俨然天上望三台。石扉藤蔓迷樵路，流水桃花引客来。新浸潮痕全失岸，旧题诗句半生苔。仙人何必寻蓬岛，愿结茅亭伴曲隈。,明
329,燕子矶口占,史可法,来家不面母，咫尺犹千里。矶头洒清泪，滴滴沉江底。,明
330,雨花台送客,释宗泐,梁朝雨花台，近在城南陌。不见讲经人，空林澹秋色。登高俯大江，目送千里客。白鸟下沧波，孤帆远山碧。,明
331,桂殿秋·中秋,朔朝霞,秦淮渡，碧波流。一轮皓月照琼楼。仙人掌满金茎露，桂子香飘玉殿秋。,明
332,晚步青溪上,宋濂,溪色涵膏绿，溶漾正堪餐。十步九还辟，清芬袭肺肝。渚牙既戢戢，岸花亦戋戋。洁沤近宜狎，贲鲂清可扪。流念梁陈际，甲第绕其堧。南澨绮钱结，北津铜纲繁。倒景侵寥旷，蒸气湿铅丹。有时作清游，肃舲输轩尊。泛爵溢朱组，簉筵到弹冠。荆偈逞妍曲，秦艳发清弹。唯恐悬象堕，不忧芳年单。繁华随逝水，崇替起哀叹。黄鸟背人飞，响入华林园。,明
333,上巳后二日游幽栖寺,汤显祖,百日斋初过，三春绿已齐。披云眠佛窟，残屐到幽栖。,明
334,宿鸡鸣寺,王宠,昔诵北山文，今栖钟阜云。秋林时夜啸，天乐忽空闻。弟子胡麻荐，头陀庙席分。哪知江海客，不乱衲衣群。,明
335,江口,王世贞,似玉鲈鱼鲙，橙丝缕更鲜。徘徊欲下箸，从此定何年。,明
336,清明日谒孝陵步屧而下稍就肩舆抵观音门即事作,王世贞,不尽钟山紫，能令步屧便。涛声柏树杪，晓色桃花前。娇女怯上冢，贫家轻禁烟。后湖如练白，第少橛头船。,明
337,登阅江楼,王守仁,绝顶楼荒旧有名，高皇曾此驻龙旌。险存道德虚天堑，守在蛮夷岂石城。山色古今馀王气，江流天地变秋声。登临授简谁能赋？千古新亭一怆情。,明
338,过天生桥,王守仁,水光如练落长松，云际天桥隐白虹。辽鹤不来华表烂，仙人一去石桥空。徒闻鹊驾横秋夕，谩说秦鞭到海东。移放长江还济险，可怜虚却万山中。,明
339,咏良知四首,王守仁,个个人心有仲尼，自将闻见苦遮迷。而今指与真头面，只是良知更莫疑。,明
340,咏良知四首,王守仁,问君何事日憧憧，烦恼场中错用功。莫道圣门无口诀，良知两字是参同。,明
341,咏良知四首,王守仁,人人自有定盘针，万化根源总在心。却笑从前颠倒见，枝枝叶叶外头寻。,明
342,咏良知四首,王守仁,无声无臭独知时，此是乾坤万有基。抛却自家无尽藏，沿门持钵效贫儿。,明
343,游观音岩燕子矶因感梁王达摩故事,王叔承,观音高阁迥岩扉，客酒凭陵燕子矶。山带石城孤寺立，潮平江国乱帆飞。故宫木叶空金碗，荒渡芦花失宝衣。我亦乘风欲西逝，少林秋老白云归。,明
344,送友夏友夏赠诗有天涯流落同之句,王微,去去应难问，寒空叶自红。此生已沦落，犹幸得君同。,明
345,忆秦娥·戏留谭友夏,王微,闲思遍，留君不住惟君便。惟君便。石尤风急，去心或倦。未见烟空帆一片，已挂离魂随梦断。随梦断。翻怨天涯，这番重见。,明
346,醉春风·怨思,王微,心似当时醉，眼到何时睡。灯火落尽影疑冰。悔，悔，悔。展转寻思，是谁催促，别时偏易。无限天涯泪，难定天涯会。接君尺素表离情。啐，啐，啐。一半模糊，不知梦里，问他真伪。,明
347,游幕府寺,王韦,事往遗墟在，年深古殿开。石床横蔓草，岩洞长莓苔。,明
348,玉漏迟·元宵奉陈静斋宪长,王韦,今宵春正好，卷帘无那，客中情绪。连日眉梢，暂放片时还聚。薄宦辞家几许，叹骨肉、水萍风絮。留不住。纷纷客泪，两行如澍。缅想此日家园，正儿女团栾，烧灯时序。明月依人，空照一樽清醑。深谢东君慰我，喜投赠、玉堂佳句。高唱处。乳鸦乱翻庭树。,明
349,赠别宋先生东归,王祎,忆从夫子游，岁月今两纪。义维师友兼，道实贤哲儗。及兹客江东，三载接栖止。辩理钟扣筳，论文车合轨。晨昏奉周旋，骨肉同彼此。琴音子期知，剑气张华指。斯文已云坠，高谊庶兹倚。君今荷君恩，予告旋田里。虽云抱微疢，宁无动深喜。高堂有严君，候门多稚子。初筵谐笑谈，中馈具甘旨。以兹自怡愉，亦足忘药饵。返岫烛飞云，归海观流水。物理谅皆然，人情讵能已。绸缪念往昔，契阔慨今始。怆焉惕中肠，临书泪盈纸。,明
350,小庭花,王月,何处逢春不可怜，板桥柳色覆晴川。莺啼新水满塘烟。舞蝶尽随歌扇下，落花偏逐舞裙前，楼台灯火一更天。,明
351,秣陵竹枝词四首,文震亨,璩床开印翠微间，朝请全稀退食便。呵殿也堪成韵致，此中官府又神仙。,明
352,秣陵竹枝词四首,文震亨,尚食宫监往直庐，退闲丞相府中居。貂珰一样中侍常，三日湖头打饭鱼。,明
353,秣陵竹枝词四首,文震亨,同姓编氓异姓侯，上公出不辟行驺。诸曹未识勋臣贵，每到朝陵压上头。,明
354,秣陵竹枝词四首,文震亨,秦淮冬尽不堪观，桃叶官舟阁浅滩。一夜渡头春水到，家家重漆赤栏干。,明
355,谒江浦庄先生留宿定山草堂,文徵明,十亩青松四面山，草堂宛转乱流间。若非清福安能主，为访高人得暂闲。竹圃眠云秋濯濯，水舂孤枕夜潺潺。就中何事尤堪羡，国是人非了不关。,明
356,雨花台上,文徵明,雨花台上雨初乾，野色江光落坐间。岂谓旅游逢九日，共来把酒看三山。老年节物偏生感，到处云林不负閒。落木满空秋万里，暝禽遥带夕阳还。,明
357,登蒋山,乌斯道,作镇皇州势独雄，英英紫气散晴峰。龙蟠实为金陵重，鹤怨曾因蕙帐空。云拥禅关新建塔，花明潜邸旧行宫。试凌绝顶闲凭眺，锦绣山河感慨中。,明
358,鸡鸣寺,吴承恩,地拔凭观豁，廊回引步深。晚云山有态，秋寺树多阴。徙倚弥成趣，频来为写心。平生奇尚在，随处具登临。,明
359,鸡笼山,吴宽,秋尽荒山鸟迹稀，拂衣独上扣柴扉。屋头鹿下缘青涧，树杪僧行入翠微。千里风烟搔短鬓，六朝文物付斜晖。悠悠身世浑如此，目断天边一雁飞。,明
360,过淮阴有感,吴伟业,落木淮南雁影高，孤城残日乱蓬蒿。天边故旧愁闻笛，市上儿童笑带刀。世事真成反招隐，吾徒何处续离骚。昔人一饭犹思报，廿载恩深感二毛。,明
361,过淮阴有感,吴伟业,登高怅望八公山，琪树丹崖未可攀。莫想阴符遇黄石，好将鸿宝驻朱颜。浮生所欠止一死，尘世无繇识九还。我本淮王旧鸡犬，不随仙去落人间。,明
362,贺新郎|病中有感,吴伟业,万事催华发。论龚生、天年竟夭，高名难没。吾病难将医药治，耿耿胸中热血。待洒向、西风残月。剖却心肝今置地，问华佗、解我肠千结。追往恨，倍凄咽。故人慷慨多奇节。为当年、沈吟不断，草间偷活。艾炙眉头瓜喷鼻，今日须难决绝。早患苦，重来千叠。脱屣妻孥非易事，竟一钱、不值何须说。人世事，几完缺。,明
363,满江红·蒜山怀古,吴伟业,沽酒南徐，听夜雨、江声千尺。记当年、阿童东下，佛狸深入。白面书生成底用？萧郎裙屐偏轻敌。笑风流北府好谈兵，参军客。人事改，寒云白。旧垒废，神鸦集。尽沙沉浪洗，断戈残戟。落日楼船鸣铁锁，西风吹尽王侯宅。任黄芦苦竹打寒潮，渔樵笛。,明
364,台城,吴伟业,形胜当年百战收，子孙容易失神州。金川事去家还在，《玉树》歌残恨未休。徐邓功勋谁甲第，方黄骸骨总荒丘。可怜一片秦淮月，曾照降幡出石头。,明
365,元武湖,吴伟业,舟西望接陂陀，千顷澄潭长绿莎。六代楼船供士女，百年版籍重山河。平川岂习昆明战，禁地须通太液波。烟水不关兴废感，夕阳闻已唱渔歌。,明
366,圆圆曲,吴伟业,鼎湖当日弃人间，破敌收京下玉关，恸哭六军俱缟素，冲冠一怒为红颜。红颜流落非吾恋，逆贼天亡自荒宴。电扫黄巾定黑山，哭罢君亲再相见。相见初经田、窦家，侯门歌舞出如花。许将戚里箜篌伎，等取将军油壁车。家本姑苏浣花里，圆圆小字娇罗绮。梦向夫差苑里游，宫娥拥入君王起。前身合是采莲人，门前一片横塘水。横塘双桨去如飞，何处豪家强载归。此际岂知非薄命，此时唯有泪沾衣。薰天意气连宫掖，明眸皓齿无人惜。夺归永巷闭良家，教就新声倾坐客。坐客飞觞红日暮，一曲哀弦向谁诉?白晰通侯最少年，拣取花枝屡回顾。早携娇鸟出樊笼，待得银河几时渡?恨杀军书抵死催，苦留后约将人误。相约恩深相见难，一朝蚁贼满长安。可怜思妇楼头柳，认作天边粉絮看。遍索绿珠围内第，强呼绛树出雕阑。若非壮士全师胜，争得蛾眉匹马还?蛾眉马上传呼进，云鬟不整惊魂定。蜡炬迎来在战场，啼妆满面残红印。专征萧鼓向秦川，金牛道上车千乘。斜谷云深起画楼，散关月落开妆镜。传来消息满江乡，乌桕红经十度霜。教曲伎师怜尚在，浣纱女伴忆同行。旧巢共是衔泥燕，飞上枝头变凤凰。长向尊前悲老大，有人夫婿擅侯王。当时只受声名累，贵戚名豪竞延致。一斛明珠万斛愁，关山漂泊腰肢细。错怨狂风飏落花，无边春色来天地。尝闻倾国与倾城，翻使周郎受重名。妻子岂应关大计?英雄无奈是多情。全家白骨成灰土，一代红妆照汗青。君不见馆娃初起鸳鸯宿，越女如花看不足。香径尘生乌自啼，屧廊人去苔空绿。换羽移宫万里愁，珠歌翠舞古梁州。为君别唱吴宫曲，汉水东南日夜流!,明
367,自叹,吴伟业,误尽平生是一官，弃家容易变名难。松筠敢厌风霜苦，鱼鸟犹思天地宽。鼓枻有心逃甫里，推车何事出长干。旁人休笑陶弘景，神武当年早挂冠。,明
368,秦淮斗草篇,吴兆,乐游苑内花初开，结绮楼前春早来。春色染山还染水，春光衔柳又衔梅。此时芳草萋萋长，秦淮女儿多闲想。闲想玉闺间，罗衣正试单。芳飙入户吹帷动，巧鸟当窗搅梦残。因娇丽日长安道，相戏相耍斗芳草。芳草匝初齐，茸茸没马蹄。芳草远如暮，望望迷人步。将绿将黄不辨名，和烟和雾那知数。凤凰台上旧时基，燕雀湖边当日路。结伴踏春春可怜，花气衣香浑作烟。谁分迟迟独落后，谁能采采不争前。袅袅桑间路，佳期何暇顾。悠悠淮水湄，远道不遑思。空生谢客西堂梦，徒怨湘娥南浦离。未鸣鹈筜先愁歇，乍啭仓庚正及时。正及时，先愁歇。密取畏人窥，疾行防藓滑。入深翠湿衣，缘高香袭袜。搴若将何为？束刍欲待谁？茜红犹胜颊，荑白却惭肌。薜荔裁衣安可被，菖蒲结带岂堪垂。盈匊盈襜罗众芳，蛾飞蝶绕满衣裳。兰皋藉作争衡地，蕙畹翻为角敌场。分行花队逐，对垒叶旗张。花花非一色，叶叶两相当。君有麻与枲，妾有葛与藟。君有萧与艾，妾有兰与芷。君有合欢枝，妾有相思子。君有拔心生，妾有断肠死。嬴归若个中，输落阿谁里。相向无言转自愁，芳坰过客忽疑秋。别本辞柯何倚托，倾青委绿满郊丘。虽残已受妍心惜，纵贱曾经纤手摘。芍药多情且自留，蘼芜有恨从教掷。人生宠爱几能终，人心安得采时同。萦愁结念寻归径，接佩连裾趁晚风。情知朽腐随泥滓，会化流萤入幕中。,明
369,故宫行,夏完淳,朝登建康城，暮宿丹阳道。黄尘落日大江流，紫陌微寒故宫草。故宫烟雨动新愁，华屋参差成古丘。当时罗绮三千户，何处莺花十二楼？六代繁华如在眼，真龙不动河山转。春光缥缈景阳宫，月色徘徊芳乐苑。细雨深宫花落迟，轻风合殿香飘远。花香十里到平康，莫愁歌舞冶游郎。侠少尽骑青络马，交游争系紫罗囊。鸳鸯两两芙蓉沼，鹦鹉双双玳瑁梁。一朝景物如反掌，富贵风流竟长往。玄武池边暮雨来，朱雀门前春草长。美女琵琶塞上行，绮构云连空复情。行人夜雨乌衣巷，归雁秋风白下城。登临千载空回首，陈井梁宫竟谁有！游鹿争衔上苑花，流莺自啭台城柳。台城下接孝陵西，无限枝头乌夜啼。杨花风起过江去，薄暮如烟满大堤。,明
370,吴江野哭,夏完淳,江南三月莺花娇，东风系缆垂虹桥。美人意气埋尘雾，门前枯柳风萧萧。有客扁舟泪成血，三千珠履音尘绝。晓气平连震泽云，春风吹落吴江月。平陵一曲声杳然，灵旗惨淡归荒烟。茫茫沧海填精卫，寂寂空山哭杜鹃。梦中细语曾闻得，苍黄不辨公颜色。江上非无吊屈人，座中犹是悲田客。感激当年授命时，哭公清夜畏人知。空闻蔡琰犹堪赎，便作侯芭不敢辞。相将洒泪衔黄土，筑公虚冢青松路。年年同祭伍胥祠，人人不上要离墓。,明
371,细林野哭,夏完淳,细林山上夜乌啼，细林山下秋草齐。有客扁舟不系缆，乘风直下松江西。却忆当年细林客，孟公四海文章伯。昔日曾来访白云，落叶满山寻不得。始知孟公湖海人，荒台古月水粼粼。相逢对哭天下事，酒酣睥睨意气亲。去岁平陵鼓声死，与公同渡吴江水。今年梦断九峰云，旌旗犹映暮山紫。潇洒秦庭泪已挥，仿佛聊城矢更飞。黄鹄欲举六翮折，茫茫四海将安归？天地局脊日月促，气如长虹葬鱼腹。肠断当年国士恩，剪纸招魂为公哭。烈皇乘云御六龙，攀髯控驭先文忠。君臣地下会相见，泪洒阊阖生悲风。我欲归来振羽翼，谁知一举入罗弋！家世堪怜赵氏孤，到今竟作田横客。呜呼抚膺一声江云开，身在罗网且莫哀！公乎公乎，为我筑室傍夜台，霜寒月苦行当来！,明
372,一剪梅·咏柳,夏完淳,无限伤心夕照中，故国凄凉，剩粉余红。金沟御水自西东，昨岁陈宫，今岁隋宫。往事思量一晌空，飞絮无情，依旧烟笼。长条短叶翠濛濛，才过西风，又过东风。,明
373,古意,谢承举,峨峨石头城，下有长短亭。城前江茫茫，亭边柳青青。行人重离别，词客倾醁醽。东望莫愁湖，西连白鹭汀。华辀送叠鼓，危橹挂飞舲。隔岸商女歌，歌声君莫听。,明
374,画雁,谢承举,湖上芦黄水拍天，湖头人去少书传。秋窗正有孤眠客，莫送哀声到枕边。,明
375,梦中作,谢承举,璚瑶洲畔拾芙蓉，玉女青童两队从。明月一江天似水，夜凉骑鹤下西峰。,明
376,旅次石头岸,徐惟起,缥缈孤城见石头，长淮云水自悠悠。孤村柳色连荒驿，两岸芦花隐钓舟。残月微钟京口夜，澹烟疏雨秣陵秋。客中不尽怀乡感，南雁一声双泪流。,明
377,恭谒孝陵正韵,徐渭,二百年来一老生，白头落魄到西京。疲驴狭路愁官长，破帽青衫拜孝陵。亭长一杯终马上，桥山万岁始龙迎。当时事业难身遇，冯仗中官说与听。,明
378,燕子矶观音阁,徐渭,青山如美人，楼观即奁妆。若无一片妙，镜丽苦不昌。兹石一何幸，值此江中央。上乘巨构支，下集帆与樯。朱碧得水鲜，凫雁拂波光。烟雾不见海，神去万里长。我与三友俱，兼以僮仆双。日西买市饭，半道谢驴缰。归来乏灯烛，微雨沾我裳。沽酒不成醉，颓然倒方床。犹梦立阁中，遥观大鱼翔。,明
379,皇帝行幸南京歌十首,薛蕙,白鹭洲边玉帐开，锦帆东指凤凰台。怪底鲸鲵窜江底，君王驾驭六龙来。,明
380,皇帝行幸南京歌十首,薛蕙,天风吹动翠云裘，坐看楼船下石头。江左重瞻天子气，金陵长作帝王州。,明
381,皇帝行幸南京歌十首,薛蕙,建业城西江水回，千官遥望翠华来。天子双鞬悬锦带，近臣争上万年杯。,明
382,皇帝行幸南京歌十首,薛蕙,翩翩翠盖覆鸣銮，诏许都人夹道看。乐府尽歌杨柳曲，后车多著鵔鸃冠。,明
383,皇帝行幸南京歌十首,薛蕙,忆昔高皇定鼎年，钟山龙驭已登仙。八叶神孙因耀武，衮衣亲得拜陵前。,明
384,皇帝行幸南京歌十首,薛蕙,燕姬玉袖抱箜篌，马上长随翠辇游。春来照影秦淮水，爱杀江南云母舟。,明
385,皇帝行幸南京歌十首,薛蕙,淮水南边是狭邪，蛾眉临水折江花。日暮龙舟泊何处，玉床抛在五侯家。,明
386,皇帝行幸南京歌十首,薛蕙,玄武湖中绿水多，君王日日爱经过。宫女能为荡舟戏，中官学唱采莲歌。,明
387,皇帝行幸南京歌十首,薛蕙,吴王雉翳春依草，宋帝羊车夜逐花。总是南朝旧时事，我皇行乐倍繁华。,明
388,皇帝行幸南京歌十首,薛蕙,三月江南莺乱啼，江边桃叶映春堤。不是行宫淹北上，金陵花月使人迷。,明
389,金人捧露盘·咏秋海棠,杨宛,记春光，繁华日，万花丛。正李衰、桃谢匆匆。侬家姊妹，妖枝艳蕊笑东风。薄情曾共春光去，惆怅庭空。到如今，馀孤干，羞桃李，一园中。怜娇姝、试沐新红。恐伤姊意，含芳敛韵绮窗东。邻家不分伊偏占，放出芙蓉。,明
390,浪淘沙·海棠,杨宛,尽日若含愁，别样娇羞，晚凉香散上帘钩。带露摘来斜插鬓，一段风流。蛩语玉阶幽，又是深秋，相携闲对小妆楼。不解断肠伊似我，我似伊否。,明
391,柳枝·春闺,杨宛,愁见平川带露披，晚烟迷。悠悠荡荡欲斜欹，恨依依。转辗风前无意绪，郎何处。乌丝阑上写新题，倩谁携。倚遍朱阑咏柳枝，一丝丝，无端牵引，薄情儿效参差，拈起幽怀谁共说，应难，闷教鹦鹉咏新诗，骂郎辞。,明
392,鹧鸪天·七夕后一日咏织女,杨宛,迢递佳期又早休，鹊桥无计为迟留。临风吹散鸳鸯侣，对月空思鸾凤俦。从别后，两悠悠，封题锦字倩谁投。金梭慵整添愁绪，泪逐银河不断流。,明
393,朱雀航,杨文骢,野航月冷草萧萧，曾照当年劫火烧。遗恨至今不断流，酸风昨夜返寒潮。,明
394,题方正学先生祠堂,叶向高,燕歌一夜满都城，大内罘罳火彻明。无复看书延侍讲，仍传天语劳先生。两朝事往君恩在，十族烟销诏草成。为问精灵何处是，雨花台畔子规声。,明
395,卜算子·读陶诗拈句三十四首（部分）,易震吉,日日欲止之，弗止何时已，所以柴桑处士诗，二十言皆止。,明
396,贺新郎·送友人之合（部分）,易震吉,数年间、可痛民脂﹐半疲师饷。,明
397,念奴娇·读稼轩集用大江东去韵,易震吉,期思渡口，来青兕、共诧天生神物。叠嶂西驰，旋万马，压倒东坡赤壁。婢子琵琶，儿童篥，那解阳春雪。绍兴相望，如公应号词杰。公岂仅仅词人。,明
398,沁园春·过陶靖节故里（部分）,易震吉,焉知靖节留名，愿只爱、荒畴数亩耕。,明
399,秋日登清凉台,于若瀛,市远旷佛宇，霜林绚如绣。孤阜凭风回，突出香台后，危亭昌其顶，面势巧为构。峨嶻钟岫近，睥睨江光透。雄压白门丽，峻掩金川秀。落木响空檐，飘岚润衣袖。薄暮未肯下，远灯乱出宿。,明
